packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time,transaction_id_delta,transaction_id_repeats,func_code_entropy,consecutive_same_func_code,flow_request_count,flow_response_count,response_rate,flow_exception_count,exception_rate
41359,1535071878.701289,2018-08-23T20:51:18.701289,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0019788742065429688,2096.2214488983154,4,172.27.224.250_172.27.224.70,13399,1.0,0.0019788742065429688,0.0,22993,-0.0,13398,11484,11509,1.0021769418321143,0,0.0
41361,1535071879.011388,2018-08-23T20:51:19.011388,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.31009912490844727,2096.531548023224,4,172.27.224.250_172.27.224.70,13400,1.0,0.010606050491333008,0.0,22993,-0.0,13399,11484,11509,1.0021769418321143,0,0.0
41362,1535071879.021994,2018-08-23T20:51:19.021994,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010606050491333008,2096.542154073715,4,172.27.224.250_172.27.224.70,13401,1.0,0.010606050491333008,0.0,22993,-0.0,13400,11484,11509,1.0021769418321143,0,0.0
41364,1535071879.323392,2018-08-23T20:51:19.323392,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30139780044555664,2096.8435518741608,4,172.27.224.250_172.27.224.70,13402,1.0,0.007906198501586914,0.0,22993,-0.0,13401,11484,11509,1.0021769418321143,0,0.0
41365,1535071879.331298,2018-08-23T20:51:19.331298,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.007906198501586914,2096.8514580726624,4,172.27.224.250_172.27.224.70,13403,1.0,0.007906198501586914,0.0,22993,-0.0,13402,11484,11509,1.0021769418321143,0,0.0
41367,1535071879.635287,2018-08-23T20:51:19.635287,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3039889335632324,2097.1554470062256,4,172.27.224.250_172.27.224.70,13404,1.0,0.0066950321197509766,0.0,22993,-0.0,13403,11484,11509,1.0021769418321143,0,0.0
41368,1535071879.641982,2018-08-23T20:51:19.641982,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0066950321197509766,2097.1621420383453,4,172.27.224.250_172.27.224.70,13405,1.0,0.0066950321197509766,0.0,22993,-0.0,13404,11484,11509,1.0021769418321143,0,0.0
41388,1535071879.751912,2018-08-23T20:51:19.751912,Modbus/TCP,172.27.224.250,172.27.224.251,502,52811,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.10993003845214844,2097.2720720767975,3,172.27.224.250_172.27.224.251,723,1.0,,0.0,1241,-0.0,722,0,1241,1241.0,0,0.0
41390,1535071879.947224,2018-08-23T20:51:19.947224,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.1953117847442627,2097.4673838615417,4,172.27.224.250_172.27.224.70,13406,1.0,0.0041391849517822266,0.0,22993,-0.0,13405,11484,11509,1.0021769418321143,0,0.0
41391,1535071879.951363,2018-08-23T20:51:19.951363,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0041391849517822266,2097.4715230464935,4,172.27.224.250_172.27.224.70,13407,1.0,0.0041391849517822266,0.0,22993,-0.0,13406,11484,11509,1.0021769418321143,0,0.0
41395,1535071880.259288,2018-08-23T20:51:20.259288,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3079249858856201,2097.779448032379,4,172.27.224.250_172.27.224.70,13408,1.0,0.0027208328247070312,0.0,22993,-0.0,13407,11484,11509,1.0021769418321143,0,0.0
41396,1535071880.262009,2018-08-23T20:51:20.262009,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0027208328247070312,2097.782168865204,4,172.27.224.250_172.27.224.70,13409,1.0,0.0027208328247070312,0.0,22993,-0.0,13408,11484,11509,1.0021769418321143,0,0.0
41398,1535071880.571348,2018-08-23T20:51:20.571348,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3093390464782715,2098.091507911682,4,172.27.224.250_172.27.224.70,13410,1.0,0.010010004043579102,0.0,22993,-0.0,13409,11484,11509,1.0021769418321143,0,0.0
41399,1535071880.581358,2018-08-23T20:51:20.581358,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010010004043579102,2098.1015179157257,4,172.27.224.250_172.27.224.70,13411,1.0,0.010010004043579102,0.0,22993,-0.0,13410,11484,11509,1.0021769418321143,0,0.0
41401,1535071880.883506,2018-08-23T20:51:20.883506,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30214810371398926,2098.4036660194397,4,172.27.224.250_172.27.224.70,13412,1.0,0.008568048477172852,0.0,22993,-0.0,13411,11484,11509,1.0021769418321143,0,0.0
41402,1535071880.892074,2018-08-23T20:51:20.892074,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008568048477172852,2098.412234067917,4,172.27.224.250_172.27.224.70,13413,1.0,0.008568048477172852,0.0,22993,-0.0,13412,11484,11509,1.0021769418321143,0,0.0
41410,1535071881.19523,2018-08-23T20:51:21.195230,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30315589904785156,2098.7153899669647,4,172.27.224.250_172.27.224.70,13414,1.0,0.006808042526245117,0.0,22993,-0.0,13413,11484,11509,1.0021769418321143,0,0.0
41411,1535071881.202038,2018-08-23T20:51:21.202038,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006808042526245117,2098.722198009491,4,172.27.224.250_172.27.224.70,13415,1.0,0.006808042526245117,0.0,22993,-0.0,13414,11484,11509,1.0021769418321143,0,0.0
41413,1535071881.507183,2018-08-23T20:51:21.507183,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3051450252532959,2099.0273430347443,4,172.27.224.250_172.27.224.70,13416,1.0,0.004160881042480469,0.0,22993,-0.0,13415,11484,11509,1.0021769418321143,0,0.0
41414,1535071881.511344,2018-08-23T20:51:21.511344,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004160881042480469,2099.0315039157867,4,172.27.224.250_172.27.224.70,13417,1.0,0.004160881042480469,0.0,22993,-0.0,13416,11484,11509,1.0021769418321143,0,0.0
41416,1535071881.819378,2018-08-23T20:51:21.819378,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30803394317626953,2099.339537858963,4,172.27.224.250_172.27.224.70,13418,1.0,0.002624988555908203,0.0,22993,-0.0,13417,11484,11509,1.0021769418321143,0,0.0
41417,1535071881.822003,2018-08-23T20:51:21.822003,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002624988555908203,2099.342162847519,4,172.27.224.250_172.27.224.70,13419,1.0,0.002624988555908203,0.0,22993,-0.0,13418,11484,11509,1.0021769418321143,0,0.0
41419,1535071882.131222,2018-08-23T20:51:22.131222,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3092191219329834,2099.651381969452,4,172.27.224.250_172.27.224.70,13420,1.0,0.010103940963745117,0.0,22993,-0.0,13419,11484,11509,1.0021769418321143,0,0.0
41420,1535071882.141326,2018-08-23T20:51:22.141326,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010103940963745117,2099.6614859104156,4,172.27.224.250_172.27.224.70,13421,1.0,0.010103940963745117,0.0,22993,-0.0,13420,11484,11509,1.0021769418321143,0,0.0
41423,1535071882.443443,2018-08-23T20:51:22.443443,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30211710929870605,2099.9636030197144,4,172.27.224.250_172.27.224.70,13422,1.0,0.00857090950012207,0.0,22993,-0.0,13421,11484,11509,1.0021769418321143,0,0.0
41424,1535071882.452014,2018-08-23T20:51:22.452014,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.00857090950012207,2099.9721739292145,4,172.27.224.250_172.27.224.70,13423,1.0,0.00857090950012207,0.0,22993,-0.0,13422,11484,11509,1.0021769418321143,0,0.0
41444,1535071882.641923,2018-08-23T20:51:22.641923,Modbus/TCP,172.27.224.250,172.27.224.251,502,52812,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.1899089813232422,2100.1620829105377,3,172.27.224.250_172.27.224.251,724,1.0,,0.0,1241,-0.0,723,0,1241,1241.0,0,0.0
41446,1535071882.755188,2018-08-23T20:51:22.755188,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.1132650375366211,2100.2753479480743,4,172.27.224.250_172.27.224.70,13424,1.0,0.0062139034271240234,0.0,22993,-0.0,13423,11484,11509,1.0021769418321143,0,0.0
41447,1535071882.761402,2018-08-23T20:51:22.761402,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0062139034271240234,2100.2815618515015,4,172.27.224.250_172.27.224.70,13425,1.0,0.0062139034271240234,0.0,22993,-0.0,13424,11484,11509,1.0021769418321143,0,0.0
41450,1535071883.067201,2018-08-23T20:51:23.067201,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3057990074157715,2100.5873608589172,4,172.27.224.250_172.27.224.70,13426,1.0,0.0048580169677734375,0.0,22993,-0.0,13425,11484,11509,1.0021769418321143,0,0.0
41451,1535071883.072059,2018-08-23T20:51:23.072059,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0048580169677734375,2100.592218875885,4,172.27.224.250_172.27.224.70,13427,1.0,0.0048580169677734375,0.0,22993,-0.0,13426,11484,11509,1.0021769418321143,0,0.0
41453,1535071883.379236,2018-08-23T20:51:23.379236,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3071770668029785,2100.899395942688,4,172.27.224.250_172.27.224.70,13428,1.0,0.002195119857788086,0.0,22993,-0.0,13427,11484,11509,1.0021769418321143,0,0.0
41454,1535071883.381431,2018-08-23T20:51:23.381431,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002195119857788086,2100.901591062546,4,172.27.224.250_172.27.224.70,13429,1.0,0.002195119857788086,0.0,22993,-0.0,13428,11484,11509,1.0021769418321143,0,0.0
41456,1535071883.691188,2018-08-23T20:51:23.691188,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3097569942474365,2101.211348056793,4,172.27.224.250_172.27.224.70,13430,1.0,0.010904788970947266,0.0,22993,-0.0,13429,11484,11509,1.0021769418321143,0,0.0
41457,1535071883.702093,2018-08-23T20:51:23.702093,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010904788970947266,2101.222252845764,4,172.27.224.250_172.27.224.70,13431,1.0,0.010904788970947266,0.0,22993,-0.0,13430,11484,11509,1.0021769418321143,0,0.0
41459,1535071884.003354,2018-08-23T20:51:24.003354,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30126118659973145,2101.523514032364,4,172.27.224.250_172.27.224.70,13432,1.0,0.008064985275268555,0.0,22993,-0.0,13431,11484,11509,1.0021769418321143,0,0.0
41460,1535071884.011419,2018-08-23T20:51:24.011419,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008064985275268555,2101.531579017639,4,172.27.224.250_172.27.224.70,13433,1.0,0.008064985275268555,0.0,22993,-0.0,13432,11484,11509,1.0021769418321143,0,0.0
41469,1535071884.315191,2018-08-23T20:51:24.315191,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30377197265625,2101.8353509902954,4,172.27.224.250_172.27.224.70,13434,1.0,0.006178855895996094,0.0,22993,-0.0,13433,11484,11509,1.0021769418321143,0,0.0
41470,1535071884.32137,2018-08-23T20:51:24.321370,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006178855895996094,2101.8415298461914,4,172.27.224.250_172.27.224.70,13435,1.0,0.006178855895996094,0.0,22993,-0.0,13434,11484,11509,1.0021769418321143,0,0.0
41472,1535071884.627336,2018-08-23T20:51:24.627336,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3059661388397217,2102.147495985031,4,172.27.224.250_172.27.224.70,13436,1.0,0.004715919494628906,0.0,22993,-0.0,13435,11484,11509,1.0021769418321143,0,0.0
41473,1535071884.632052,2018-08-23T20:51:24.632052,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004715919494628906,2102.1522119045258,4,172.27.224.250_172.27.224.70,13437,1.0,0.004715919494628906,0.0,22993,-0.0,13436,11484,11509,1.0021769418321143,0,0.0
41475,1535071884.939324,2018-08-23T20:51:24.939324,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30727195739746094,2102.459483861923,4,172.27.224.250_172.27.224.70,13438,1.0,0.0020771026611328125,0.0,22993,-0.0,13437,11484,11509,1.0021769418321143,0,0.0
41476,1535071884.941401,2018-08-23T20:51:24.941401,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0020771026611328125,2102.4615609645844,4,172.27.224.250_172.27.224.70,13439,1.0,0.0020771026611328125,0.0,22993,-0.0,13438,11484,11509,1.0021769418321143,0,0.0
41478,1535071885.251153,2018-08-23T20:51:25.251153,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3097519874572754,2102.7713129520416,4,172.27.224.250_172.27.224.70,13440,1.0,0.010914087295532227,0.0,22993,-0.0,13439,11484,11509,1.0021769418321143,0,0.0
41479,1535071885.262067,2018-08-23T20:51:25.262067,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010914087295532227,2102.782227039337,4,172.27.224.250_172.27.224.70,13441,1.0,0.010914087295532227,0.0,22993,-0.0,13440,11484,11509,1.0021769418321143,0,0.0
41500,1535071885.541948,2018-08-23T20:51:25.541948,Modbus/TCP,172.27.224.250,172.27.224.251,502,52813,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.27988100051879883,2103.062108039856,3,172.27.224.250_172.27.224.251,725,1.0,,0.0,1241,-0.0,724,0,1241,1241.0,0,0.0
41501,1535071885.563268,2018-08-23T20:51:25.563268,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.021319866180419922,2103.0834279060364,4,172.27.224.250_172.27.224.70,13442,1.0,0.008164167404174805,0.0,22993,-0.0,13441,11484,11509,1.0021769418321143,0,0.0
41502,1535071885.571432,2018-08-23T20:51:25.571432,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008164167404174805,2103.0915920734406,4,172.27.224.250_172.27.224.70,13443,1.0,0.008164167404174805,0.0,22993,-0.0,13442,11484,11509,1.0021769418321143,0,0.0
41505,1535071885.875575,2018-08-23T20:51:25.875575,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30414295196533203,2103.395735025406,4,172.27.224.250_172.27.224.70,13444,1.0,0.00650787353515625,0.0,22993,-0.0,13443,11484,11509,1.0021769418321143,0,0.0
41506,1535071885.882083,2018-08-23T20:51:25.882083,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.00650787353515625,2103.402242898941,4,172.27.224.250_172.27.224.70,13445,1.0,0.00650787353515625,0.0,22993,-0.0,13444,11484,11509,1.0021769418321143,0,0.0
41509,1535071886.187083,2018-08-23T20:51:26.187083,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30500006675720215,2103.7072429656982,4,172.27.224.250_172.27.224.70,13446,1.0,0.004385948181152344,0.0,22993,-0.0,13445,11484,11509,1.0021769418321143,0,0.0
41510,1535071886.191469,2018-08-23T20:51:26.191469,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004385948181152344,2103.7116289138794,4,172.27.224.250_172.27.224.70,13447,1.0,0.004385948181152344,0.0,22993,-0.0,13446,11484,11509,1.0021769418321143,0,0.0
41512,1535071886.499167,2018-08-23T20:51:26.499167,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30769801139831543,2104.0193269252777,4,172.27.224.250_172.27.224.70,13448,1.0,0.002975940704345703,0.0,22993,-0.0,13447,11484,11509,1.0021769418321143,0,0.0
41513,1535071886.502143,2018-08-23T20:51:26.502143,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002975940704345703,2104.022302865982,4,172.27.224.250_172.27.224.70,13449,1.0,0.002975940704345703,0.0,22993,-0.0,13448,11484,11509,1.0021769418321143,0,0.0
41515,1535071886.811062,2018-08-23T20:51:26.811062,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30891919136047363,2104.3312220573425,4,172.27.224.250_172.27.224.70,13450,1.0,0.010403871536254883,0.0,22993,-0.0,13449,11484,11509,1.0021769418321143,0,0.0
41516,1535071886.821466,2018-08-23T20:51:26.821466,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010403871536254883,2104.341625928879,4,172.27.224.250_172.27.224.70,13451,1.0,0.010403871536254883,0.0,22993,-0.0,13450,11484,11509,1.0021769418321143,0,0.0
41524,1535071887.123413,2018-08-23T20:51:27.123413,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30194711685180664,2104.6435730457306,4,172.27.224.250_172.27.224.70,13452,1.0,0.008024930953979492,0.0,22993,-0.0,13451,11484,11509,1.0021769418321143,0,0.0
41525,1535071887.131438,2018-08-23T20:51:27.131438,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008024930953979492,2104.6515979766846,4,172.27.224.250_172.27.224.70,13453,1.0,0.008024930953979492,0.0,22993,-0.0,13452,11484,11509,1.0021769418321143,0,0.0
41527,1535071887.435131,2018-08-23T20:51:27.435131,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3036930561065674,2104.955291032791,4,172.27.224.250_172.27.224.70,13454,1.0,0.006974935531616211,0.0,22993,-0.0,13453,11484,11509,1.0021769418321143,0,0.0
41528,1535071887.442106,2018-08-23T20:51:27.442106,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006974935531616211,2104.9622659683228,4,172.27.224.250_172.27.224.70,13455,1.0,0.006974935531616211,0.0,22993,-0.0,13454,11484,11509,1.0021769418321143,0,0.0
41530,1535071887.747086,2018-08-23T20:51:27.747086,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3049800395965576,2105.2672460079193,4,172.27.224.250_172.27.224.70,13456,1.0,0.004354000091552734,0.0,22993,-0.0,13455,11484,11509,1.0021769418321143,0,0.0
41531,1535071887.75144,2018-08-23T20:51:27.751440,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004354000091552734,2105.271600008011,4,172.27.224.250_172.27.224.70,13457,1.0,0.004354000091552734,0.0,22993,-0.0,13456,11484,11509,1.0021769418321143,0,0.0
41533,1535071888.059121,2018-08-23T20:51:28.059121,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3076808452606201,2105.5792808532715,4,172.27.224.250_172.27.224.70,13458,1.0,0.0029671192169189453,0.0,22993,-0.0,13457,11484,11509,1.0021769418321143,0,0.0
41534,1535071888.062088,2018-08-23T20:51:28.062088,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0029671192169189453,2105.5822479724884,4,172.27.224.250_172.27.224.70,13459,1.0,0.0029671192169189453,0.0,22993,-0.0,13458,11484,11509,1.0021769418321143,0,0.0
41537,1535071888.371154,2018-08-23T20:51:28.371154,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3090660572052002,2105.8913140296936,4,172.27.224.250_172.27.224.70,13460,1.0,0.010273933410644531,0.0,22993,-0.0,13459,11484,11509,1.0021769418321143,0,0.0
41538,1535071888.381428,2018-08-23T20:51:28.381428,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010273933410644531,2105.9015879631042,4,172.27.224.250_172.27.224.70,13461,1.0,0.010273933410644531,0.0,22993,-0.0,13460,11484,11509,1.0021769418321143,0,0.0
41558,1535071888.432017,2018-08-23T20:51:28.432017,Modbus/TCP,172.27.224.250,172.27.224.251,502,52814,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.05058908462524414,2105.9521770477295,4,172.27.224.250_172.27.224.251,726,1.0,,0.0,1241,-0.0,725,0,1241,1241.0,0,0.0
41561,1535071888.68309,2018-08-23T20:51:28.683090,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.25107288360595703,2106.2032499313354,4,172.27.224.250_172.27.224.70,13462,1.0,0.008378982543945312,0.0,22993,-0.0,13461,11484,11509,1.0021769418321143,0,0.0
41562,1535071888.691469,2018-08-23T20:51:28.691469,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008378982543945312,2106.2116289138794,4,172.27.224.250_172.27.224.70,13463,1.0,0.008378982543945312,0.0,22993,-0.0,13462,11484,11509,1.0021769418321143,0,0.0
41564,1535071888.995482,2018-08-23T20:51:28.995482,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3040130138397217,2106.515641927719,4,172.27.224.250_172.27.224.70,13464,1.0,0.006701946258544922,0.0,22993,-0.0,13463,11484,11509,1.0021769418321143,0,0.0
41565,1535071889.002184,2018-08-23T20:51:29.002184,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006701946258544922,2106.5223438739777,4,172.27.224.250_172.27.224.70,13465,1.0,0.006701946258544922,0.0,22993,-0.0,13464,11484,11509,1.0021769418321143,0,0.0
41567,1535071889.307116,2018-08-23T20:51:29.307116,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3049321174621582,2106.82727599144,4,172.27.224.250_172.27.224.70,13466,1.0,0.004380941390991211,0.0,22993,-0.0,13465,11484,11509,1.0021769418321143,0,0.0
41568,1535071889.311497,2018-08-23T20:51:29.311497,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004380941390991211,2106.831656932831,4,172.27.224.250_172.27.224.70,13467,1.0,0.004380941390991211,0.0,22993,-0.0,13466,11484,11509,1.0021769418321143,0,0.0
41570,1535071889.619263,2018-08-23T20:51:29.619263,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3077659606933594,2107.139422893524,4,172.27.224.250_172.27.224.70,13468,1.0,0.002905130386352539,0.0,22993,-0.0,13467,11484,11509,1.0021769418321143,0,0.0
41571,1535071889.622168,2018-08-23T20:51:29.622168,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002905130386352539,2107.1423280239105,4,172.27.224.250_172.27.224.70,13469,1.0,0.002905130386352539,0.0,22993,-0.0,13468,11484,11509,1.0021769418321143,0,0.0
