packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
40000,1535068186.00947,2018-08-23T19:49:46.009470,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09450602531433105,2030.8814840316772,0.09363079071044922,0.08452231851267022,172.27.224.250_172.27.224.70,19473,1.0
40001,1535068186.018985,2018-08-23T19:49:46.018985,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.009515047073364258,2030.8909990787506,0.09406700134277343,0.08402474935509285,172.27.224.250_172.27.224.70,19474,1.0
40002,1535068186.206432,2018-08-23T19:49:46.206432,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.18744707107543945,2031.078446149826,0.11053671836853027,0.08463163274160483,None_None,2769,
40003,1535068186.226949,2018-08-23T19:49:46.226949,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.02051687240600586,2031.098963022232,0.09359550476074219,0.08392656121534518,172.27.224.250_172.27.224.70,19475,1.0
40004,1535068186.316883,2018-08-23T19:49:46.316883,TCP,172.27.224.251,172.27.224.250,51535.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.08993411064147949,2031.1888971328735,0.09317271709442139,0.08393403925253436,172.27.224.250_172.27.224.251,17547,1.0
40005,1535068186.321149,2018-08-23T19:49:46.321149,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.004266023635864258,2031.1931631565094,0.09321830272674561,0.08388021920502296,172.27.224.250_172.27.224.70,19476,1.0
40006,1535068186.327017,2018-08-23T19:49:46.327017,TCP,172.27.224.250,172.27.224.251,502.0,51535.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.005867958068847656,2031.1990311145782,0.0724034070968628,0.0760323030045583,172.27.224.250_172.27.224.251,17548,1.0
40007,1535068186.328194,2018-08-23T19:49:46.328194,TCP,172.27.224.250,172.27.224.251,502.0,51535.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0011768341064453125,2031.2002079486847,0.06307690143585205,0.07870189378128645,172.27.224.250_172.27.224.251,17549,1.0
40008,1535068186.328197,2018-08-23T19:49:46.328197,TCP,172.27.224.251,172.27.224.250,51535.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,3.0994415283203125e-06,2031.2002110481262,0.06198539733886719,0.07957648109929742,172.27.224.250_172.27.224.251,17550,1.0
40009,1535068186.328356,2018-08-23T19:49:46.328356,TCP,172.27.224.250,172.27.224.251,502.0,51535.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0001590251922607422,2031.2003700733185,0.04133920669555664,0.06292160707401637,172.27.224.250_172.27.224.251,17551,1.0
40010,1535068186.329186,2018-08-23T19:49:46.329186,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0008299350738525391,2031.2012000083923,0.03197159767150879,0.06107275008635864,172.27.224.250_172.27.224.70,19477,1.0
40011,1535068186.336991,2018-08-23T19:49:46.336991,TCP,172.27.224.250,172.27.224.251,502.0,51535.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0078051090240478516,2031.2090051174164,0.03180060386657715,0.06114496195105616,172.27.224.250_172.27.224.251,17552,1.0
40012,1535068186.538984,2018-08-23T19:49:46.538984,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20199298858642578,2031.4109981060028,0.03325519561767578,0.06529150364869742,172.27.224.250_172.27.224.70,19478,1.0
40013,1535068186.633146,2018-08-23T19:49:46.633146,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0941619873046875,2031.5051600933075,0.040619707107543944,0.06780022626878567,172.27.224.250_172.27.224.70,19479,1.0
40014,1535068186.63831,2018-08-23T19:49:46.638310,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005163908004760742,2031.5103240013123,0.03214268684387207,0.06623060781801127,172.27.224.250_172.27.224.70,19480,1.0
40015,1535068186.850982,2018-08-23T19:49:46.850982,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21267199516296387,2031.7229959964752,0.05298328399658203,0.08624825835357831,172.27.224.250_172.27.224.70,19481,1.0
40016,1535068186.945263,2018-08-23T19:49:46.945263,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09428095817565918,2031.8172769546509,0.061824584007263185,0.08540935202356427,172.27.224.250_172.27.224.70,19482,1.0
40017,1535068186.94898,2018-08-23T19:49:46.948980,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.003717184066772461,2031.8209941387177,0.0620786190032959,0.08521247413885547,172.27.224.250_172.27.224.70,19483,1.0
40018,1535068187.162975,2018-08-23T19:49:47.162975,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21399497985839844,2032.034989118576,0.08347780704498291,0.09427881217015914,172.27.224.250_172.27.224.70,19484,1.0
40019,1535068187.257143,2018-08-23T19:49:47.257143,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09416794776916504,2032.1291570663452,0.09287869930267334,0.08961953021574626,172.27.224.250_172.27.224.70,19485,1.0
40020,1535068187.268295,2018-08-23T19:49:47.268295,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011152029037475586,2032.1403090953827,0.09391090869903565,0.0884939174551458,172.27.224.250_172.27.224.70,19486,1.0
40021,1535068187.474945,2018-08-23T19:49:47.474945,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2066500186920166,2032.3469591140747,0.11379539966583252,0.08933241866029083,172.27.224.250_172.27.224.70,19487,1.0
40022,1535068187.569125,2018-08-23T19:49:47.569125,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09417986869812012,2032.4411389827728,0.10301408767700196,0.08384252215712483,172.27.224.250_172.27.224.70,19488,1.0
40023,1535068187.578955,2018-08-23T19:49:47.578955,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.009829998016357422,2032.4509689807892,0.09458088874816895,0.08891934118949263,172.27.224.250_172.27.224.70,19489,1.0
40024,1535068187.765687,2018-08-23T19:49:47.765687,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.18673205375671387,2032.637701034546,0.11273770332336426,0.08715221980352998,None_None,2770,
40025,1535068187.766918,2018-08-23T19:49:47.766918,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0012309551239013672,2032.6389319896698,0.09159359931945801,0.08585242222519703,None_None,2771,
40026,1535068187.766924,2018-08-23T19:49:47.766924,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.9604644775390625e-06,2032.6389379501343,0.08216609954833984,0.0905710536242529,172.27.224.250_172.27.224.251,17553,1.0
40027,1535068187.777157,2018-08-23T19:49:47.777157,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010233163833618164,2032.649171113968,0.08281769752502441,0.08996537043189799,172.27.224.250_172.27.224.251,17554,1.0
40028,1535068187.777164,2018-08-23T19:49:47.777164,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,6.9141387939453125e-06,2032.6491780281067,0.061418890953063965,0.08021842965731303,172.27.224.250_172.27.224.251,17555,1.0
40029,1535068187.777342,2018-08-23T19:49:47.777342,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0001780986785888672,2032.6493561267853,0.052019906044006345,0.08145175317192509,172.27.224.250_172.27.224.251,17556,1.0
40030,1535068187.777591,2018-08-23T19:49:47.777591,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024890899658203125,2032.6496050357819,0.050929594039916995,0.082129746820113,172.27.224.250_172.27.224.251,17557,1.0
40031,1535068187.777838,2018-08-23T19:49:47.777838,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,2032.6498520374298,0.030289292335510254,0.062153315624325946,172.27.224.250_172.27.224.251,17558,1.0
40032,1535068187.778096,2018-08-23T19:49:47.778096,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002579689025878906,2032.6501100063324,0.020897102355957032,0.058409525574877025,172.27.224.250_172.27.224.251,17559,1.0
40033,1535068187.778343,2018-08-23T19:49:47.778343,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,2032.6503570079803,0.01993880271911621,0.05868921591247267,172.27.224.250_172.27.224.251,17560,1.0
40034,1535068187.77859,2018-08-23T19:49:47.778590,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,2032.6506040096283,0.001290297508239746,0.0031610046139052585,172.27.224.250_172.27.224.251,17561,1.0
40035,1535068187.778836,2018-08-23T19:49:47.778836,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,2032.650850057602,0.0011918067932128907,0.0031783553204038787,172.27.224.250_172.27.224.251,17562,1.0
40036,1535068187.779092,2018-08-23T19:49:47.779092,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002560615539550781,2032.6511061191559,0.0012168169021606445,0.003168957337579302,172.27.224.250_172.27.224.251,17563,1.0
40037,1535068187.779338,2018-08-23T19:49:47.779338,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024580955505371094,2032.651351928711,0.00021808147430419923,7.762745631473438e-05,172.27.224.250_172.27.224.251,17564,1.0
40038,1535068187.779591,2018-08-23T19:49:47.779591,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002532005310058594,2032.651605129242,0.00024271011352539062,2.311854383886827e-05,172.27.224.250_172.27.224.251,17565,1.0
40039,1535068187.779836,2018-08-23T19:49:47.779836,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002448558807373047,2032.6518499851227,0.0002493858337402344,4.648990469932809e-06,172.27.224.250_172.27.224.251,17566,1.0
40040,1535068187.780092,2018-08-23T19:49:47.780092,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002560615539550781,2032.6521060466766,0.00025010108947753906,5.096185616199903e-06,172.27.224.250_172.27.224.251,17567,1.0
40041,1535068187.786919,2018-08-23T19:49:47.786919,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.006827116012573242,2032.6589331626892,0.0009081125259399414,0.0020797317916526553,172.27.224.250_172.27.224.70,19490,1.0
40042,1535068187.788671,2018-08-23T19:49:47.788671,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0017518997192382812,2032.6606850624084,0.0010575056076049805,0.00208149695318299,172.27.224.250_172.27.224.251,17568,1.0
40043,1535068187.799263,2018-08-23T19:49:47.799263,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010591983795166016,2032.6712770462036,0.00209200382232666,0.003629220273967901,172.27.224.250_172.27.224.251,17569,1.0
40044,1535068187.800135,2018-08-23T19:49:47.800135,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,51536.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008718967437744141,2032.6721489429474,0.0021544933319091798,0.003599177946951736,172.27.224.250_172.27.224.251,17570,1.0
40045,1535068187.881133,2018-08-23T19:49:47.881133,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.08099818229675293,2032.7531471252441,0.010229706764221191,0.025115690410511447,172.27.224.250_172.27.224.70,19491,1.0
40046,1535068187.88899,2018-08-23T19:49:47.888990,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00785684585571289,2032.7610039710999,0.010989785194396973,0.024894356390958664,172.27.224.250_172.27.224.70,19492,1.0
40047,1535068188.002386,2018-08-23T19:49:48.002386,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.11339616775512695,2032.874400138855,0.022304821014404296,0.040371737421170936,172.27.224.250_172.27.224.251,17571,1.0
40048,1535068188.09894,2018-08-23T19:49:48.098940,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.09655380249023438,2032.9709539413452,0.03193488121032715,0.04566563421231796,172.27.224.250_172.27.224.70,19493,1.0
40049,1535068188.193179,2018-08-23T19:49:48.193179,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0942389965057373,2033.065192937851,0.04133429527282715,0.04803032209192834,172.27.224.250_172.27.224.70,19494,1.0
40050,1535068188.198341,2018-08-23T19:49:48.198341,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00516200065612793,2033.070354938507,0.04182488918304443,0.047587128687886227,172.27.224.250_172.27.224.70,19495,1.0
40051,1535068188.206487,2018-08-23T19:49:48.206487,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.008146047592163086,2033.0785009860992,0.04195678234100342,0.04748106012667666,None_None,2772,
40052,1535068188.395324,2018-08-23T19:49:48.395324,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.18883705139160156,2033.2673380374908,0.06066529750823975,0.06389866551284033,172.27.224.250_172.27.224.70,19496,1.0
40053,1535068188.505353,2018-08-23T19:49:48.505353,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.11002898216247559,2033.3773670196533,0.0706089973449707,0.06297091042775356,172.27.224.250_172.27.224.70,19497,1.0
40054,1535068188.50901,2018-08-23T19:49:48.509010,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.003657102584838867,2033.3810241222382,0.07088751792907715,0.06263344626161023,172.27.224.250_172.27.224.70,19498,1.0
40055,1535068188.722939,2018-08-23T19:49:48.722939,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2139289379119873,2033.5949530601501,0.08418059349060059,0.07738654852490824,172.27.224.250_172.27.224.70,19499,1.0
40056,1535068188.817404,2018-08-23T19:49:48.817404,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09446501731872559,2033.6894180774689,0.09284141063690185,0.07259358589465933,172.27.224.250_172.27.224.70,19500,1.0
40057,1535068188.828375,2018-08-23T19:49:48.828375,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0109710693359375,2033.7003891468048,0.08259890079498292,0.07649228216939183,172.27.224.250_172.27.224.70,19501,1.0
40058,1535068189.034918,2018-08-23T19:49:49.034918,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20654296875,2033.9069321155548,0.09359781742095948,0.08603439500429694,172.27.224.250_172.27.224.70,19502,1.0
40059,1535068189.129154,2018-08-23T19:49:49.129154,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09423589706420898,2034.001168012619,0.09359750747680665,0.08603439244333905,172.27.224.250_172.27.224.70,19503,1.0
40060,1535068189.139026,2018-08-23T19:49:49.139026,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.009871959686279297,2034.0110399723053,0.09406850337982178,0.08550773861186631,172.27.224.250_172.27.224.70,19504,1.0
40061,1535068189.216285,2018-08-23T19:49:49.216285,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.07725906372070312,2034.088299036026,0.10097980499267578,0.08043381559177859,172.27.224.250_172.27.224.251,17572,1.0
40062,1535068189.217025,2018-08-23T19:49:49.217025,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00074005126953125,2034.0890390872955,0.08217010498046876,0.07959442509236246,172.27.224.250_172.27.224.251,17573,1.0
40063,1535068189.217888,2018-08-23T19:49:49.217888,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0008630752563476562,2034.0899021625519,0.07125351428985596,0.08277174039604111,172.27.224.250_172.27.224.251,17574,1.0
40064,1535068189.217891,2018-08-23T19:49:49.217891,TCP,172.27.224.251,172.27.224.250,51536.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,2.86102294921875e-06,2034.0899050235748,0.070888090133667,0.08311069889753742,172.27.224.250_172.27.224.251,17575,1.0
40065,1535068189.218061,2018-08-23T19:49:49.218061,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00016999244689941406,2034.0900750160217,0.049512195587158206,0.06842479324191904,172.27.224.250_172.27.224.251,17576,1.0
40066,1535068189.227086,2018-08-23T19:49:49.227086,TCP,172.27.224.250,172.27.224.251,502.0,51536.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009025096893310547,2034.099100112915,0.0409682035446167,0.06751627124921614,172.27.224.250_172.27.224.251,17577,1.0
40067,1535068189.346878,2018-08-23T19:49:49.346878,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.11979198455810547,2034.2188920974731,0.051850295066833495,0.0708324966100615,172.27.224.250_172.27.224.70,19505,1.0
40068,1535068189.441122,2018-08-23T19:49:49.441122,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09424400329589844,2034.313136100769,0.04062039852142334,0.04917257662343442,172.27.224.250_172.27.224.70,19506,1.0
40069,1535068189.448988,2018-08-23T19:49:49.448988,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00786590576171875,2034.3210020065308,0.03198339939117432,0.04620454306460773,172.27.224.250_172.27.224.70,19507,1.0
40070,1535068189.658928,2018-08-23T19:49:49.658928,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20993995666503906,2034.5309419631958,0.051990199089050296,0.07179495368193158,172.27.224.250_172.27.224.70,19508,1.0
40071,1535068189.753076,2018-08-23T19:49:49.753076,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09414815902709961,2034.625090122223,0.05367910861968994,0.07264899806608548,172.27.224.250_172.27.224.70,19509,1.0
40072,1535068189.75834,2018-08-23T19:49:49.758340,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005263805389404297,2034.6303539276123,0.054131484031677245,0.07229595319754782,172.27.224.250_172.27.224.70,19510,1.0
40073,1535068189.955326,2018-08-23T19:49:49.955326,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.19698619842529297,2034.8273401260376,0.07374379634857178,0.0821677564130236,172.27.224.250_172.27.224.70,19511,1.0
40074,1535068190.065146,2018-08-23T19:49:50.065146,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.10981988906860352,2034.9371600151062,0.08472549915313721,0.07847267231613421,172.27.224.250_172.27.224.70,19512,1.0
40075,1535068190.069002,2018-08-23T19:49:50.069002,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0038559436798095703,2034.941015958786,0.08509409427642822,0.07803883318819493,172.27.224.250_172.27.224.70,19513,1.0
40076,1535068190.206541,2018-08-23T19:49:50.206541,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.13753914833068848,2035.0785551071167,0.09794549942016602,0.07462717747321662,None_None,2773,
40077,1535068190.267331,2018-08-23T19:49:50.267331,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.06078982353210449,2035.1393449306488,0.09204528331756592,0.07503931591418034,172.27.224.250_172.27.224.70,19514,1.0
40078,1535068190.377114,2018-08-23T19:49:50.377114,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.10978317260742188,2035.2491281032562,0.09359920024871826,0.07525050178085951,172.27.224.250_172.27.224.70,19515,1.0
40079,1535068190.388344,2018-08-23T19:49:50.388344,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011229991912841797,2035.260358095169,0.09393560886383057,0.07483099413950633,172.27.224.250_172.27.224.70,19516,1.0
40080,1535068190.594869,2018-08-23T19:49:50.594869,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20652484893798828,2035.466882944107,0.09359409809112548,0.07424827804271537,172.27.224.250_172.27.224.70,19517,1.0
40081,1535068190.65489,2018-08-23T19:49:50.654890,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.060021162033081055,2035.5269041061401,0.09018139839172364,0.07500046739886149,None_None,2774,
40082,1535068190.65698,2018-08-23T19:49:50.656980,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.002089977264404297,2035.5289940834045,0.08986401557922363,0.07540536714382517,None_None,2775,
40083,1535068190.656986,2018-08-23T19:49:50.656986,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.9604644775390625e-06,2035.529000043869,0.07016599178314209,0.06983545036046752,172.27.224.250_172.27.224.251,17578,1.0
40084,1535068190.667232,2018-08-23T19:49:50.667232,TCP,172.27.224.250,172.27.224.251,502.0,51537.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010246038436889648,2035.539246082306,0.060208606719970706,0.07064731276604658,172.27.224.250_172.27.224.251,17579,1.0
40085,1535068190.667239,2018-08-23T19:49:50.667239,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,6.9141387939453125e-06,2035.5392529964447,0.05982370376586914,0.07099806324796025,172.27.224.250_172.27.224.251,17580,1.0
40086,1535068190.667578,2018-08-23T19:49:50.667578,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0003390312194824219,2035.5395920276642,0.046103692054748534,0.06748075741783553,172.27.224.250_172.27.224.251,17581,1.0
40087,1535068190.667824,2018-08-23T19:49:50.667824,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,2035.5398380756378,0.04004931449890137,0.06872130494668349,172.27.224.250_172.27.224.251,17582,1.0
40088,1535068190.668074,2018-08-23T19:49:50.668074,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002498626708984375,2035.5400879383087,0.029095983505249022,0.064999991951043,172.27.224.250_172.27.224.251,17583,1.0
40089,1535068190.668321,2018-08-23T19:49:50.668321,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,2035.5403349399567,0.027997684478759766,0.06542680224990018,172.27.224.250_172.27.224.251,17584,1.0
40090,1535068190.668575,2018-08-23T19:49:50.668575,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002541542053222656,2035.540589094162,0.007370615005493164,0.018764603632783147,172.27.224.250_172.27.224.251,17585,1.0
40091,1535068190.668821,2018-08-23T19:49:50.668821,TCP,172.27.224.251,172.27.224.250,51537.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,2035.5408351421356,0.00139310359954834,0.0031687023713607874,172.27.224.250_172.27.224.251,17586,1.0
