packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
42269,1535068301,2018-08-23T19:51:40.788785,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.010267019,2145.660799,0.058328795,0.070076393,172.27.224.250_172.27.224.251,18531,1
42270,1535068301,2018-08-23T19:51:40.788791,TCP,172.27.224.251,172.27.224.250,51575,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.96E-06,2145.660805,0.055900693,0.071786767,172.27.224.250_172.27.224.251,18532,1
42271,1535068301,2018-08-23T19:51:40.789856,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.001065016,2145.66187,0.045026803,0.070945236,172.27.224.250_172.27.224.251,18533,1
42272,1535068301,2018-08-23T19:51:40.790090,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000234127,2145.662104,0.044017911,0.071562632,172.27.224.250_172.27.224.251,18534,1
42273,1535068301,2018-08-23T19:51:40.790325,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000234842,2145.662339,0.02329309,0.043450886,172.27.224.250_172.27.224.251,18535,1
42274,1535068301,2018-08-23T19:51:40.790568,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000243187,2145.662582,0.013892221,0.0359076,172.27.224.250_172.27.224.251,18536,1
42275,1535068301,2018-08-23T19:51:40.790823,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000254869,2145.662837,0.013023496,0.036144969,172.27.224.250_172.27.224.251,18537,1
42276,1535068301,2018-08-23T19:51:40.791075,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252008,2145.663089,0.001498103,0.00316654,172.27.224.250_172.27.224.251,18538,1
42277,1535068301,2018-08-23T19:51:40.791320,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000245094,2145.663334,0.001280904,0.003170989,172.27.224.250_172.27.224.251,18539,1
42278,1535068301,2018-08-23T19:51:40.791566,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.00024581,2145.66358,0.001304793,0.003161209,172.27.224.250_172.27.224.251,18540,1
42279,1535068301,2018-08-23T19:51:40.791819,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000253201,2145.663833,0.000303411,0.000278066,172.27.224.250_172.27.224.251,18541,1
42280,1535068301,2018-08-23T19:51:40.792066,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,2145.66408,0.000327516,0.000259226,172.27.224.250_172.27.224.251,18542,1
42281,1535068301,2018-08-23T19:51:40.792315,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000248909,2145.664329,0.000245905,7.07E-06,172.27.224.250_172.27.224.251,18543,1
42282,1535068301,2018-08-23T19:51:40.792565,TCP,172.27.224.251,172.27.224.250,51575,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000250101,2145.664579,0.000247502,5.81E-06,172.27.224.250_172.27.224.251,18544,1
42283,1535068301,2018-08-23T19:51:40.800295,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.007730007,2145.672309,0.000997019,0.002365734,172.27.224.250_172.27.224.251,18545,1
42284,1535068301,2018-08-23T19:51:40.809913,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.009617805,2145.681927,0.001934481,0.003579752,172.27.224.250_172.27.224.251,18546,1
42285,1535068301,2018-08-23T19:51:40.810839,Modbus/TCP,172.27.224.250,172.27.224.251,502,51575,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.000926018,2145.682853,0.002001595,0.003550939,172.27.224.250_172.27.224.251,18547,1
42286,1535068301,2018-08-23T19:51:40.869371,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.058532,2145.741385,0.007829595,0.018155049,172.27.224.250_172.27.224.70,20576,1
42287,1535068301,2018-08-23T19:51:40.963618,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094247103,2145.835632,0.017229795,0.032477814,172.27.224.250_172.27.224.70,20577,1
42288,1535068301,2018-08-23T19:51:40.969985,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006366968,2145.841999,0.017841911,0.03217845,172.27.224.250_172.27.224.70,20578,1
42289,1535068301,2018-08-23T19:51:41.013037,TCP,172.27.224.251,172.27.224.250,51575,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.043051958,2145.885051,0.022121787,0.032424415,172.27.224.250_172.27.224.251,18548,1
42290,1535068301,2018-08-23T19:51:41.181389,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.168352127,2146.053403,0.0389323,0.055318228,172.27.224.250_172.27.224.70,20579,1
42291,1535068301,2018-08-23T19:51:41.275857,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094467878,2146.147871,0.048354197,0.056016894,172.27.224.250_172.27.224.70,20580,1
42292,1535068301,2018-08-23T19:51:41.280633,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004776001,2146.152647,0.048806787,0.055601797,172.27.224.250_172.27.224.70,20581,1
42293,1535068301,2018-08-23T19:51:41.477791,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.197158098,2146.349805,0.067749596,0.070361407,172.27.224.250_172.27.224.70,20582,1
42294,1535068302,2018-08-23T19:51:41.587687,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109895945,2146.459701,0.07777741,0.068270693,172.27.224.250_172.27.224.70,20583,1
42295,1535068302,2018-08-23T19:51:41.589977,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00229001,2146.461991,0.077913809,0.068101242,172.27.224.250_172.27.224.70,20584,1
42296,1535068302,2018-08-23T19:51:41.789795,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.199817896,2146.661809,0.092042398,0.077623589,172.27.224.250_172.27.224.70,20585,1
42297,1535068302,2018-08-23T19:51:41.899794,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.10999918,2146.771808,0.093617606,0.077832845,172.27.224.250_172.27.224.70,20586,1
42298,1535068302,2018-08-23T19:51:41.910670,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.01087594,2146.782684,0.094068503,0.077282341,172.27.224.250_172.27.224.70,20587,1
42299,1535068302,2018-08-23T19:51:42.117386,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.206716061,2146.9894,0.110434914,0.082435991,172.27.224.250_172.27.224.70,20588,1
42300,1535068302,2018-08-23T19:51:42.205403,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.088016987,2147.077417,0.1024014,0.080044445,None_None,2938,
42301,1535068302,2018-08-23T19:51:42.211623,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.006219864,2147.083637,0.093576598,0.085682356,172.27.224.250_172.27.224.70,20589,1
42302,1535068302,2018-08-23T19:51:42.220022,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00839901,2147.092036,0.093938899,0.085271825,172.27.224.250_172.27.224.70,20590,1
42303,1535068302,2018-08-23T19:51:42.228793,TCP,172.27.224.251,172.27.224.250,51575,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.008770943,2147.100807,0.075100183,0.08061704,172.27.224.250_172.27.224.251,18549,1
42304,1535068302,2018-08-23T19:51:42.238718,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.009925127,2147.110732,0.065103102,0.082009207,172.27.224.250_172.27.224.251,18550,1
42305,1535068302,2018-08-23T19:51:42.239932,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.001214027,2147.111946,0.064995503,0.08210143,172.27.224.250_172.27.224.251,18551,1
42306,1535068302,2018-08-23T19:51:42.239937,TCP,172.27.224.251,172.27.224.250,51575,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.01E-06,2147.111951,0.045014215,0.068896034,172.27.224.250_172.27.224.251,18552,1
42307,1535068302,2018-08-23T19:51:42.240092,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.000154972,2147.112106,0.034029794,0.066083031,172.27.224.250_172.27.224.251,18553,1
42308,1535068302,2018-08-23T19:51:42.248706,TCP,172.27.224.250,172.27.224.251,502,51575,0,,,,,,,,,,,60,0,1,0,Unknown,0.008614063,2147.12072,0.033803606,0.066174894,172.27.224.250_172.27.224.251,18554,1
42309,1535068302,2018-08-23T19:51:42.413794,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.165087938,2147.285808,0.029640794,0.0543401,172.27.224.250_172.27.224.70,20591,1
42310,1535068303,2018-08-23T19:51:42.523567,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109772921,2147.395581,0.031816387,0.057292296,172.27.224.250_172.27.224.70,20592,1
42311,1535068303,2018-08-23T19:51:42.530624,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007056952,2147.402638,0.031900096,0.057251338,172.27.224.250_172.27.224.70,20593,1
42312,1535068303,2018-08-23T19:51:42.741391,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.210767031,2147.613405,0.052136898,0.079474132,172.27.224.250_172.27.224.70,20594,1
42313,1535068303,2018-08-23T19:51:42.835987,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094596148,2147.708001,0.060719419,0.07890277,172.27.224.250_172.27.224.70,20595,1
42314,1535068303,2018-08-23T19:51:42.839943,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003955841,2147.711957,0.06012249,0.079351052,172.27.224.250_172.27.224.70,20596,1
42315,1535068303,2018-08-23T19:51:43.053402,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.213459015,2147.925416,0.081346989,0.089570825,172.27.224.250_172.27.224.70,20597,1
42316,1535068303,2018-08-23T19:51:43.147569,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094166994,2148.019583,0.090763187,0.084897049,172.27.224.250_172.27.224.70,20598,1
42317,1535068303,2018-08-23T19:51:43.150638,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003069162,2148.022652,0.091054606,0.084555784,172.27.224.250_172.27.224.70,20599,1
42318,1535068303,2018-08-23T19:51:43.349767,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.199128866,2148.221781,0.110106087,0.085375731,172.27.224.250_172.27.224.70,20600,1
42319,1535068303,2018-08-23T19:51:43.459661,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109894037,2148.331675,0.104586697,0.083182225,172.27.224.250_172.27.224.70,20601,1
42320,1535068303,2018-08-23T19:51:43.469949,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010288,2148.341963,0.094638205,0.088285626,172.27.224.250_172.27.224.70,20602,1
42321,1535068304,2018-08-23T19:51:43.676624,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.206675053,2148.548638,0.114600015,0.088848314,None_None,2939,
42322,1535068304,2018-08-23T19:51:43.677294,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.000669956,2148.549308,0.093590307,0.088420769,172.27.224.250_172.27.224.70,20603,1
42323,1535068304,2018-08-23T19:51:43.678605,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.001311064,2148.550619,0.084261799,0.093099903,None_None,2940,
42324,1535068304,2018-08-23T19:51:43.678611,TCP,172.27.224.251,172.27.224.250,51576,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.96E-06,2148.550625,0.083866811,0.093486046,172.27.224.250_172.27.224.251,18555,1
42325,1535068304,2018-08-23T19:51:43.688884,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.01027298,2148.560898,0.063548207,0.083765694,172.27.224.250_172.27.224.251,18556,1
42326,1535068304,2018-08-23T19:51:43.688890,TCP,172.27.224.251,172.27.224.250,51576,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.96E-06,2148.560904,0.054132104,0.085221085,172.27.224.250_172.27.224.251,18557,1
42327,1535068304,2018-08-23T19:51:43.689353,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000463009,2148.561367,0.053871489,0.085398392,172.27.224.250_172.27.224.251,18558,1
42328,1535068304,2018-08-23T19:51:43.689579,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000226021,2148.561593,0.033981204,0.0694885,172.27.224.250_172.27.224.251,18559,1
42329,1535068304,2018-08-23T19:51:43.689826,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,2148.56184,0.0230165,0.064662247,172.27.224.250_172.27.224.251,18560,1
42330,1535068304,2018-08-23T19:51:43.690079,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252962,2148.562093,0.022012997,0.064958918,172.27.224.250_172.27.224.251,18561,1
42331,1535068304,2018-08-23T19:51:43.690357,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000277996,2148.562371,0.001373291,0.003150139,172.27.224.250_172.27.224.251,18562,1
42332,1535068304,2018-08-23T19:51:43.690577,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.00022006,2148.562591,0.001328301,0.00316448,172.27.224.250_172.27.224.251,18563,1
42333,1535068304,2018-08-23T19:51:43.690825,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,2148.562839,0.001221991,0.003182927,172.27.224.250_172.27.224.251,18564,1
42334,1535068304,2018-08-23T19:51:43.691071,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000246048,2148.563085,0.001245999,0.003173627,172.27.224.250_172.27.224.251,18565,1
42335,1535068304,2018-08-23T19:51:43.691318,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,2148.563332,0.000243402,0.000108931,172.27.224.250_172.27.224.251,18566,1
42336,1535068304,2018-08-23T19:51:43.691571,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252962,2148.563585,0.000268102,7.02E-05,172.27.224.250_172.27.224.251,18567,1
42337,1535068304,2018-08-23T19:51:43.691821,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000250101,2148.563835,0.000246811,1.57E-05,172.27.224.250_172.27.224.251,18568,1
42338,1535068304,2018-08-23T19:51:43.692066,TCP,172.27.224.251,172.27.224.250,51576,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000244856,2148.56408,0.000248694,1.39E-05,172.27.224.250_172.27.224.251,18569,1
42339,1535068304,2018-08-23T19:51:43.701231,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.009165049,2148.573245,0.001140499,0.002819574,172.27.224.250_172.27.224.251,18570,1
42340,1535068304,2018-08-23T19:51:43.709697,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.008466005,2148.581711,0.001961803,0.003616012,172.27.224.250_172.27.224.251,18571,1
42341,1535068304,2018-08-23T19:51:43.710546,Modbus/TCP,172.27.224.250,172.27.224.251,502,51576,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.000849009,2148.58256,0.002018905,0.003590889,172.27.224.250_172.27.224.251,18572,1
42342,1535068304,2018-08-23T19:51:43.771593,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.061047077,2148.643607,0.008101606,0.018935995,172.27.224.250_172.27.224.70,20604,1
42343,1535068304,2018-08-23T19:51:43.780036,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.008442879,2148.65205,0.008921099,0.018734603,172.27.224.250_172.27.224.70,20605,1
42344,1535068304,2018-08-23T19:51:43.912772,TCP,172.27.224.251,172.27.224.250,51576,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.132735968,2148.784786,0.022170091,0.043022443,172.27.224.250_172.27.224.251,18573,1
42345,1535068304,2018-08-23T19:51:43.989323,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.076550961,2148.861337,0.029800487,0.045402892,172.27.224.250_172.27.224.70,20606,1
42346,1535068304,2018-08-23T19:51:44.083976,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.09465313,2148.95599,0.039240503,0.048298232,172.27.224.250_172.27.224.70,20607,1
42347,1535068304,2018-08-23T19:51:44.090662,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006685972,2148.962676,0.03988409,0.047760836,172.27.224.250_172.27.224.70,20608,1
42348,1535068304,2018-08-23T19:51:44.205448,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.11478591,2149.077462,0.051338196,0.050834071,None_None,2941,
42349,1535068304,2018-08-23T19:51:44.285725,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.080277205,2149.157739,0.058449411,0.049227503,172.27.224.250_172.27.224.70,20609,1
42350,1535068304,2018-08-23T19:51:44.395529,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109803915,2149.267543,0.068583202,0.048214947,172.27.224.250_172.27.224.70,20610,1
42351,1535068304,2018-08-23T19:51:44.400018,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004488945,2149.272032,0.068947196,0.047657293,172.27.224.250_172.27.224.70,20611,1
42352,1535068305,2018-08-23T19:51:44.613329,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.213310957,2149.485343,0.084173584,0.065744466,172.27.224.250_172.27.224.70,20612,1
42353,1535068305,2018-08-23T19:51:44.707582,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094253063,2149.579596,0.092754602,0.060121294,172.27.224.250_172.27.224.70,20613,1
42354,1535068305,2018-08-23T19:51:44.710695,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003113031,2149.582709,0.079792309,0.064367022,172.27.224.250_172.27.224.70,20614,1
42355,1535068305,2018-08-23T19:51:44.909762,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.199066877,2149.781776,0.0920439,0.074537778,172.27.224.250_172.27.224.70,20615,1
42356,1535068305,2018-08-23T19:51:45.019522,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109760046,2149.891536,0.093554592,0.074749325,172.27.224.250_172.27.224.70,20616,1
42357,1535068305,2018-08-23T19:51:45.030043,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010520935,2149.902057,0.093938088,0.074262384,172.27.224.250_172.27.224.70,20617,1
42358,1535068305,2018-08-23T19:51:45.128349,TCP,172.27.224.251,172.27.224.250,51576,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.098306179,2150.000363,0.092290115,0.073930452,172.27.224.250_172.27.224.251,18574,1
42359,1535068305,2018-08-23T19:51:45.128732,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.0003829,2150.000746,0.084300685,0.07948146,172.27.224.250_172.27.224.251,18575,1
42360,1535068305,2018-08-23T19:51:45.129989,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.001256943,2150.002003,0.073445988,0.082947993,172.27.224.250_172.27.224.251,18576,1
42361,1535068305,2018-08-23T19:51:45.129995,TCP,172.27.224.251,172.27.224.250,51576,502,0,,,,,,,,,,,60,1,0,0,Unknown,6.20E-06,2150.002009,0.072997713,0.083373087,172.27.224.250_172.27.224.251,18577,1
42362,1535068305,2018-08-23T19:51:45.130147,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.000151873,2150.002161,0.051681805,0.069629715,172.27.224.250_172.27.224.251,18578,1
42363,1535068305,2018-08-23T19:51:45.138730,TCP,172.27.224.250,172.27.224.251,502,51576,0,,,,,,,,,,,60,0,1,0,Unknown,0.008583069,2150.010744,0.043114805,0.069077999,172.27.224.250_172.27.224.251,18579,1
42364,1535068305,2018-08-23T19:51:45.237324,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.09859395,2150.109338,0.052662897,0.069531817,172.27.224.250_172.27.224.70,20618,1
42365,1535068305,2018-08-23T19:51:45.331608,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094284058,2150.203622,0.042184615,0.050235351,172.27.224.250_172.27.224.70,20619,1
42366,1535068305,2018-08-23T19:51:45.340681,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009073019,2150.212695,0.032115912,0.045004278,172.27.224.250_172.27.224.70,20620,1
42367,1535068306,2018-08-23T19:51:45.533715,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.193033934,2150.405729,0.050367212,0.066937477,172.27.224.250_172.27.224.70,20621,1
42368,1535068306,2018-08-23T19:51:45.643645,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109930038,2150.515659,0.051529598,0.067955628,172.27.224.250_172.27.224.70,20622,1
42369,1535068306,2018-08-23T19:51:45.649999,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006353855,2150.522013,0.052126694,0.067480865,172.27.224.250_172.27.224.70,20623,1
42370,1535068306,2018-08-23T19:51:45.845698,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.195699215,2150.717712,0.071570921,0.078335151,172.27.224.250_172.27.224.70,20624,1
42371,1535068306,2018-08-23T19:51:45.955527,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109828949,2150.827541,0.082553196,0.074806139,172.27.224.250_172.27.224.70,20625,1
42372,1535068306,2018-08-23T19:51:45.960679,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005151987,2150.832693,0.083053207,0.074208486,172.27.224.250_172.27.224.70,20626,1
42373,1535068306,2018-08-23T19:51:46.157708,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.197028875,2151.029722,0.101897788,0.077068198,172.27.224.250_172.27.224.70,20627,1
42374,1535068306,2018-08-23T19:51:46.205343,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.047635078,2151.077357,0.096801901,0.078972154,None_None,2942,
42375,1535068306,2018-08-23T19:51:46.267542,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.062198877,2151.139556,0.093593383,0.079733928,172.27.224.250_172.27.224.70,20628,1
42376,1535068306,2018-08-23T19:51:46.270017,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.002475023,2151.142031,0.092933583,0.080534329,172.27.224.250_172.27.224.70,20629,1
42377,1535068306,2018-08-23T19:51:46.469674,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.199657202,2151.341688,0.09359591,0.081470831,172.27.224.250_172.27.224.70,20630,1
42378,1535068307,2018-08-23T19:51:46.566840,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.097165823,2151.438854,0.092319489,0.081286267,None_None,2943,
42379,1535068307,2018-08-23T19:51:46.568657,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.001816988,2151.440671,0.091865802,0.081830224,None_None,2944,
42380,1535068307,2018-08-23T19:51:46.568664,TCP,172.27.224.251,172.27.224.250,51577,502,0,,,,,,,,,,,60,1,0,0,Unknown,7.15E-06,2151.440678,0.072296596,0.077526171,172.27.224.250_172.27.224.251,18580,1
42381,1535068307,2018-08-23T19:51:46.578925,TCP,172.27.224.250,172.27.224.251,502,51577,0,,,,,,,,,,,60,0,1,0,Unknown,0.01026082,2151.450939,0.062339783,0.078557229,172.27.224.250_172.27.224.251,18581,1
